date,injected,claims,loan,recoverable,overhead,cash,preserved_pct,asset_close,claim_close,group_cash,n_txns
2026-07-20,40433060.00,24259456.96,11614083.00,35873539.96,332024.75,4227495.29,99.18,4050636.52,176858.77,4227495.29,53
