date,injected,claims,loan,recoverable,overhead,cash,preserved_pct,asset_close,claim_close,group_cash,n_txns
2026-07-06,36557852.00,21005083.94,11614083.00,32619166.94,196102.59,3742582.47,99.46,3211200.68,531381.79,3742582.47,39
