date,injected,claims,loan,recoverable,overhead,cash,preserved_pct,asset_close,claim_close,group_cash,n_txns
2026-07-13,40433060.00,22505083.94,11614083.00,34119166.94,196102.59,6117790.47,99.51,5486408.68,631381.79,6117790.47,43
